Handle,Title,Body,Vendor,Type,Tags,Published,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Variant sku,Variant grams,Variant inventory tracker,Variant inventory policy,Variant inventory quantity,Variant fullfilment service,Variant price,Variant compare at price,Variant requires shipping,Variant taxable,Variant barcode,Image src,Image alt text,Gift card,Google shopping mpn,Google shopping age group,Google shopping gender,Google shopping google product category,Seo title,Seo description,Google shopping adwords grouping,Google shopping adwords labels,Google shopping condition,Google shopping custom product,Google shopping custom label 0,Google shopping custom label 1,Google shopping custom label 2,Google shopping custom label 3,Google shopping custom label 4,Variant image,Variant weight unit
rustic-leather-bottle,"","","","","","",Color,byzantium,"","","","",rustic-leather-bottle-byzantium,341,"",deny,30,manual,68.8,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
rustic-leather-bottle,"","","","","","",Color,gold,"","","","",rustic-leather-bottle-gold,861,"",deny,40,manual,68.8,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
ergonomic-bronze-shoes,Ergonomic Bronze Shoes,"Helpless In The Face Of Your Beauty. Wolf flannel typewriter fingerstache actually portland listicle. Antediluvian squamous comprehension effulgence spectral immemorial stench. Funny, It Worked Last Time....",Keeling-Thiel,Toys,"Shoes,Grocery,Grocery",TRUE,Color,amethyst,"","","","","",293,"",deny,32,manual,3.39,"",TRUE,TRUE,"",https://source.unsplash.com/random/?cutlery ,Inappropriate Response,FALSE,31-3269397,Adult,Men,Toys,Quam optio expedita voluptas.,Aspernatur eius qui corporis.,Toys,Tibi abscido voluptas.,used,FALSE,"","","","","","",""
ergonomic-bronze-shoes,"","","","","","",Color,erin,"","","","",ergonomic-bronze-shoes-erin,774,"",deny,35,manual,3.39,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
ergonomic-bronze-shoes,"","","","","","",Color,gray,"","","","",ergonomic-bronze-shoes-gray,80,"",deny,41,manual,3.39,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
sleek-concrete-shoes,Sleek Concrete Shoes,Charming But Irrational. Chia venmo kogi gentrify. Profit Margin. Hideous eldritch swarthy dank.,Lueilwitz and Sons,Beauty,"Shoes,Music,Jewelry",TRUE,Color,ivory,"","","","","",38,"",deny,39,manual,65.12,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,Never Talk To Strangers,FALSE,12-0675254,Baby,Men,"Outdoors, Baby & Automotive",Aut voluptatem numquam sint.,Ullam asperiores et inventore.,Beauty,Abutor aggero turpe.,new,FALSE,"","","","","","",""
sleek-concrete-shoes,"","","","","","",Color,amaranth,"","","","",sleek-concrete-shoes-amaranth,88,"",deny,36,manual,65.12,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
sleek-concrete-shoes,"","","","","","",Color,erin,"","","","",sleek-concrete-shoes-erin,758,"",deny,4,manual,65.12,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
aerodynamic-bronze-plate,Aerodynamic Bronze Plate,Now Look What You've Made Me Do. Another Fine Product From The Nonsense Factory. Non-euclidean singular unmentionable unutterable blasphemous spectral eldritch decadent. Vice tote bag viral chia forage organic skateboard typewriter vhs.,Greenfelder-Bernier,Movies,"Industrial,Home,Health",TRUE,Color,tan,"","","","","",753,"",deny,3,manual,23.06,"",TRUE,TRUE,"",https://source.unsplash.com/random/?cutlery ,Teething Problems,FALSE,93-6097415,Adult,Women,Garden,Ex ipsum ea culpa.,Necessitatibus quidem voluptatem beatae.,Movies,Pauci conqueror illo.,used,FALSE,"","","","","","",""
aerodynamic-bronze-plate,"","","","","","",Color,ochre,"","","","",aerodynamic-bronze-plate-ochre,424,"",deny,14,manual,23.06,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
aerodynamic-bronze-plate,"","","","","","",Color,teal,"","","","",aerodynamic-bronze-plate-teal,952,"",deny,28,manual,23.06,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
incredible-bronze-shirt,Incredible Bronze Shirt,Learned Response. Seed Drill. Antediluvian accursed comprehension loathsome gibbous non-euclidean tentacles effulgence. Lumbersexual leggings xoxo shabby chic sustainable.,Klocko Group,Garden,"Toys,Shoes,Clothing",TRUE,Color,sapphire,"","","","","",413,"",deny,36,manual,64.03,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Congenital Optimist,FALSE,50-6068230,Baby,Men,"Electronics, Music & Computers",Sint dolor reiciendis enim.,Sunt ad sed officiis.,Garden,Super molestiae asper.,used,FALSE,"","","","","","",""
incredible-bronze-shirt,"","","","","","",Color,carmine,"","","","",incredible-bronze-shirt-carmine,424,"",deny,35,manual,64.03,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
incredible-bronze-shirt,"","","","","","",Color,ultramarine,"","","","",incredible-bronze-shirt-ultramarine,944,"",deny,4,manual,64.03,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
mediocre-plastic-clock,Mediocre Plastic Clock,Pressure Drop. Indescribable abnormal non-euclidean dank antediluvian gibbering manuscript. Sanctioned Parts List. Fashion axe readymade venmo health heirloom keytar fanny pack listicle cornhole.,Bayer Group,Health,"Baby,Beauty,Music",TRUE,Color,amber,"","","","","",759,"",deny,12,manual,78.06,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Lacking That Small Match Temperament,FALSE,79-5935673,Baby,Men,Sports,Saepe minima amet ea.,Laudantium voluptatem enim et.,Health,Adfero accedo molestias.,used,FALSE,"","","","","","",""
mediocre-plastic-clock,"","","","","","",Color,amaranth,"","","","",mediocre-plastic-clock-amaranth,897,"",deny,38,manual,78.06,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
mediocre-plastic-clock,"","","","","","",Color,turquoise,"","","","",mediocre-plastic-clock-turquoise,576,"",deny,49,manual,78.06,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-marble-lamp,Practical Marble Lamp,Peace Makes Plenty. Tenebrous non-euclidean spectral lurk cat blasphemous. Fingerstache blue bottle kogi tilde. Shoot Them Later.,Bode Group,Outdoors,"Computers,Jewelry,Computers",TRUE,Color,brown,"","","","","",495,"",deny,6,manual,75.11,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,No Fixed Abode,FALSE,74-9169981,Adult,Men,"Tools, Home & Computers",Sit ut voluptatibus in.,Et hic quia omnis.,Outdoors,Conservo aestivus derideo.,new,FALSE,"","","","","","",""
practical-marble-lamp,"","","","","","",Color,white,"","","","",practical-marble-lamp-white,88,"",deny,32,manual,75.11,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-marble-lamp,"","","","","","",Color,amber,"","","","",practical-marble-lamp-amber,208,"",deny,34,manual,75.11,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
mediocre-concrete-pants,Mediocre Concrete Pants,Well I Was In The Neighbourhood. Swarthy lurk gibbering mortal effulgence accursed eldritch. You Naughty Monsters. Slow-carb banh mi brunch yolo raw denim pop-up wes anderson marfa.,Stracke-Flatley,Music,"Kids,Grocery,Games",TRUE,Color,cerise,"","","","","",477,"",deny,22,manual,6.04,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Reformed Nice Guy,FALSE,12-4681386,Child,Unisex,Grocery,Vero dolores eveniet voluptatem.,Amet sint et ut.,Music,Tripudio currus depraedor.,used,FALSE,"","","","","","",""
mediocre-concrete-pants,"","","","","","",Color,aquamarine,"","","","",mediocre-concrete-pants-aquamarine,620,"",deny,9,manual,6.04,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
mediocre-concrete-pants,"","","","","","",Color,yellow,"","","","",mediocre-concrete-pants-yellow,192,"",deny,28,manual,6.04,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
enormous-copper-shirt,Enormous Copper Shirt,"Aesthetic marfa wes anderson vinegar literally artisan lo-fi migas shabby chic. I Said, I've Got A Big Stick. Charitable View. Charnel ululate eldritch tentacles lurk cyclopean.",Ruecker-Koelpin,Automotive,"Outdoors,Shoes,Jewelry",TRUE,Color,ruby,"","","","","",483,"",deny,47,manual,8.62,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Highpoint,FALSE,94-9274089,Baby,Women,"Garden, Industrial & Books",Autem saepe eligendi iusto.,Ut quos quas sapiente.,Automotive,Calculus facere conturbo.,new,FALSE,"","","","","","",""
enormous-copper-shirt,"","","","","","",Color,ivory,"","","","",enormous-copper-shirt-ivory,612,"",deny,15,manual,8.62,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
enormous-copper-shirt,"","","","","","",Color,teal,"","","","",enormous-copper-shirt-teal,531,"",deny,12,manual,8.62,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
rustic-aluminum-knife,Rustic Aluminum Knife,Literally freegan yolo tousled scenester. Tentacles stygian eldritch lurk cyclopean. Heavy Messing. Perfidy.,"MacGyver, Russel and Gislason",Beauty,"Games,Jewelry,Shoes",TRUE,Color,amber,"","","","","",794,"",deny,41,manual,30.75,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Smile Tolerantly,FALSE,66-4916400,Child,Unisex,"Shoes, Health & Beauty",Ut eum dolorem rerum.,Laboriosam natus voluptas ab.,Beauty,Ut bos suffragium.,new,FALSE,"","","","","","",""
rustic-aluminum-knife,"","","","","","",Color,blush,"","","","",rustic-aluminum-knife-blush,797,"",deny,5,manual,30.75,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
rustic-aluminum-knife,"","","","","","",Color,crimson,"","","","",rustic-aluminum-knife-crimson,255,"",deny,10,manual,30.75,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-cotton-bench,Awesome Cotton Bench,Xenoglossicist. Fungus spectral dank abnormal shunned. Break Even. Kickstarter blog umami health yr irony polaroid humblebrag trust fund.,"Parisian, Bauch and Hettinger",Jewelry,"Health,Outdoors,Computers",TRUE,Color,rose,"","","","","",128,"",deny,28,manual,41.74,"",TRUE,TRUE,"",https://source.unsplash.com/random/?cutlery ,Just The Washing Instruction Chip In Life's Rich Tapestry,FALSE,30-4620158,Baby,Men,"Games, Outdoors & Books",Consequatur a voluptatem fugiat.,Quaerat sunt quisquam harum.,Jewelry,Aranea aestus comburo.,used,FALSE,"","","","","","",""
awesome-cotton-bench,"","","","","","",Color,yellow,"","","","",awesome-cotton-bench-yellow,295,"",deny,24,manual,41.74,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-cotton-bench,"","","","","","",Color,periwinkle,"","","","",awesome-cotton-bench-periwinkle,820,"",deny,42,manual,41.74,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
rustic-wooden-computer,Rustic Wooden Computer,Rapid Random Response Unit. Narwhal vhs aesthetic brunch shoreditch letterpress normcore hashtag. Limivorous. Antediluvian noisome squamous accursed dank stench gibbering eldritch.,Hane Group,Computers,"Outdoors,Sports,Health",TRUE,Color,turquoise,"","","","","",976,"",deny,43,manual,33.82,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Value Judgement,FALSE,20-7789664,Adult,Men,Health & Books,Vero similique ullam adipisci.,Aut dolor qui quas.,Computers,Adaugeo triginta conicio.,used,FALSE,"","","","","","",""
rustic-wooden-computer,"","","","","","",Color,raspberry,"","","","",rustic-wooden-computer-raspberry,424,"",deny,26,manual,33.82,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
rustic-wooden-computer,"","","","","","",Color,burgundy,"","","","",rustic-wooden-computer-burgundy,136,"",deny,43,manual,33.82,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-cotton-table,Awesome Cotton Table,Wolf viral listicle chia banh mi squid meditation 3 wolf moon artisan. Peace Makes Plenty. Profit Margin. Decadent tenebrous gambrel comprehension charnel antediluvian.,Williamson LLC,Movies,"Music,Computers,Books",TRUE,Color,sapphire,"","","","","",797,"",deny,49,manual,64.87,"",TRUE,TRUE,"",https://source.unsplash.com/random/?cutlery ,Lacking That Small Match Temperament,FALSE,21-4911651,Adult,Men,Industrial,Repudiandae eaque quo soluta.,Reprehenderit similique voluptatem atque.,Movies,Labore accendo dens.,new,FALSE,"","","","","","",""
awesome-cotton-table,"","","","","","",Color,lavender,"","","","",awesome-cotton-table-lavender,507,"",deny,30,manual,64.87,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-cotton-table,"","","","","","",Color,beige,"","","","",awesome-cotton-table-beige,345,"",deny,49,manual,64.87,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-plastic-coat,Awesome Plastic Coat,Value Judgement. Shunned singular gambrel furtive antiquarian tentacles tenebrous. Beastly To The Animals. Church-key brunch salvia flannel mlkshk letterpress.,Klocko-Shields,Grocery,"Movies,Garden,Jewelry",TRUE,Color,bronze,"","","","","",142,"",deny,8,manual,64.84,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,T3OU 736,FALSE,47-8567314,Baby,Women,"Health, Clothing & Music",Culpa temporibus est saepe.,Recusandae quo nihil fugit.,Grocery,Arma adulescens creptio.,used,FALSE,"","","","","","",""
awesome-plastic-coat,"","","","","","",Color,ultramarine,"","","","",awesome-plastic-coat-ultramarine,696,"",deny,21,manual,64.84,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-plastic-coat,"","","","","","",Color,silver,"","","","",awesome-plastic-coat-silver,767,"",deny,8,manual,64.84,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-linen-bench,Awesome Linen Bench,Wayfarers forage austin cardigan tacos aesthetic. Armchair Traveller. Fungus antediluvian eldritch abnormal cyclopean foetid. What Are The Civilian Applications?.,Murazik LLC,Baby,"Baby,Shoes,Toys",TRUE,Color,puce,"","","","","",892,"",deny,25,manual,48.8,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,You Naughty Monsters,FALSE,72-1197282,Child,Men,Computers,Vero optio eligendi distinctio.,At explicabo vel maiores.,Baby,Tunc defigo autus.,used,FALSE,"","","","","","",""
awesome-linen-bench,"","","","","","",Color,maroon,"","","","",awesome-linen-bench-maroon,379,"",deny,17,manual,48.8,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
awesome-linen-bench,"","","","","","",Color,plum,"","","","",awesome-linen-bench-plum,957,"",deny,2,manual,48.8,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
aerodynamic-plastic-shirt,Aerodynamic Plastic Shirt,Peace Makes Plenty. Accursed squamous swarthy eldritch iridescence lurk blasphemous gambrel abnormal. What Are The Civilian Applications?. Church-key keytar brooklyn shoreditch mumblecore skateboard flexitarian biodiesel authentic.,Nicolas-Roberts,Jewelry,"Clothing,Books,Games",TRUE,Color,indigo,"","","","","",997,"",deny,17,manual,22.77,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,Beastly To The Animals,FALSE,59-7190837,Adult,Men,Electronics & Shoes,Ut repellendus rerum dicta.,Accusamus unde in dignissimos.,Jewelry,Tamquam admoneo bestia.,new,FALSE,"","","","","","",""
aerodynamic-plastic-shirt,"","","","","","",Color,gold,"","","","",aerodynamic-plastic-shirt-gold,521,"",deny,29,manual,22.77,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
aerodynamic-plastic-shirt,"","","","","","",Color,bronze,"","","","",aerodynamic-plastic-shirt-bronze,519,"",deny,1,manual,22.77,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
sleek-cotton-shirt,Sleek Cotton Shirt,I Blame Your Mother. Contents May Differ. Antiquarian fungus furtive amorphous. Food truck hella vhs diy vinegar.,McClure LLC,Industrial,"Industrial,Health,Kids",TRUE,Color,red,"","","","","",31,"",deny,21,manual,23.4,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Refreshingly Unconcerned With The Vulgar Exigencies Of Veracity,FALSE,70-2211683,Adult,Men,"Industrial, Games & Sports",Magnam consequatur assumenda ea.,Repellendus labore nobis nemo.,Industrial,Tego coaegresco demum.,new,FALSE,"","","","","","",""
sleek-cotton-shirt,"","","","","","",Color,mauve,"","","","",sleek-cotton-shirt-mauve,145,"",deny,40,manual,23.4,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
sleek-cotton-shirt,"","","","","","",Color,coffee,"","","","",sleek-cotton-shirt-coffee,700,"",deny,32,manual,23.4,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
mediocre-concrete-keyboard,Mediocre Concrete Keyboard,Beard venmo 8-bit cray flannel single-origin coffee. Never Talk To Strangers. Determinist. Abnormal immemorial lurk loathsome decadent charnel antiquarian.,"Fadel, Murray and Konopelski",Kids,"Health,Kids,Music",TRUE,Color,mauve,"","","","","",349,"",deny,44,manual,88.71,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Heavy Messing,FALSE,13-3449996,Adult,Men,Clothing,Et nam neque quaerat.,Eaque accusantium numquam voluptas.,Kids,Cometes credo hic.,new,FALSE,"","","","","","",""
mediocre-concrete-keyboard,"","","","","","",Color,purple,"","","","",mediocre-concrete-keyboard-purple,287,"",deny,26,manual,88.71,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
mediocre-concrete-keyboard,"","","","","","",Color,erin,"","","","",mediocre-concrete-keyboard-erin,520,"",deny,29,manual,88.71,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
incredible-plastic-bottle,Incredible Plastic Bottle,Just Read The Instructions. Unmentionable ululate non-euclidean charnel eldritch madness dank. Authentic quinoa banh mi polaroid seitan. Well I Was In The Neighbourhood.,"Doyle, Armstrong and Gleichner",Jewelry,"Shoes,Music,Automotive",TRUE,Color,beige,"","","","","",592,"",deny,47,manual,50.84,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,No More Mr Nice Guy,FALSE,75-2410854,Baby,Unisex,"Tools, Outdoors & Home",Ut et molestiae magni.,Molestias ipsam sed qui.,Jewelry,Reprehenderit iusto caecus.,new,FALSE,"","","","","","",""
incredible-plastic-bottle,"","","","","","",Color,maroon,"","","","",incredible-plastic-bottle-maroon,281,"",deny,6,manual,50.84,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
incredible-plastic-bottle,"","","","","","",Color,purple,"","","","",incredible-plastic-bottle-purple,446,"",deny,12,manual,50.84,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
heavy-duty-bronze-chair,Heavy Duty Bronze Chair,Cantankerous. Drinking fanny pack cronut offal pop-up. Antediluvian non-euclidean mortal fainted abnormal. A Series Of Unlikely Explanations.,Gerhold and Sons,Toys,"Baby,Shoes,Games",TRUE,Color,champagne,"","","","","",221,"",deny,23,manual,4.65,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Charming But Irrational,FALSE,37-4112940,Child,Men,Computers,Et sit ad ut.,Et reprehenderit neque fuga.,Toys,Talis beneficium facilis.,new,FALSE,"","","","","","",""
heavy-duty-bronze-chair,"","","","","","",Color,brown,"","","","",heavy-duty-bronze-chair-brown,637,"",deny,37,manual,4.65,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
heavy-duty-bronze-chair,"","","","","","",Color,olive,"","","","",heavy-duty-bronze-chair-olive,269,"",deny,26,manual,4.65,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-wooden-wallet,Practical Wooden Wallet,"Bodhisattva , OAQS. Banh mi chartreuse quinoa lomo street phlogiston bicycle rights goth. Squamous effulgence foetid gambrel eldritch mortal fainted tentacles. I Blame My Mother.",Ziemann Inc,Outdoors,"Games,Industrial,Sports",TRUE,Color,coffee,"","","","","",139,"",deny,30,manual,2.69,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Within Reason,FALSE,13-7122494,Baby,Women,"Movies, Beauty & Clothing",Vitae labore dignissimos ipsam.,Hic nihil et fugit.,Outdoors,Damno despirmatio clarus.,new,FALSE,"","","","","","",""
practical-wooden-wallet,"","","","","","",Color,mauve,"","","","",practical-wooden-wallet-mauve,502,"",deny,5,manual,2.69,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-wooden-wallet,"","","","","","",Color,tan,"","","","",practical-wooden-wallet-tan,341,"",deny,20,manual,2.69,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-steel-bag,Practical Steel Bag,Contents May Differ. Fingerstache semiotics fanny pack biodiesel phlogiston ethical kickstarter. Furtive accursed effulgence eldritch. Hylozoist.,"MacGyver, Yundt and Schaefer",Outdoors,"Shoes,Toys,Health",TRUE,Color,azure,"","","","","",579,"",deny,15,manual,42.43,"",TRUE,TRUE,"",https://source.unsplash.com/random/?interior ,Hylozoist,FALSE,19-4822277,Child,Unisex,"Tools, Books & Garden",Explicabo et et consectetur.,Libero sapiente necessitatibus omnis.,Outdoors,Aurum spoliatio sit.,new,FALSE,"","","","","","",""
practical-steel-bag,"","","","","","",Color,taupe,"","","","",practical-steel-bag-taupe,123,"",deny,49,manual,42.43,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
practical-steel-bag,"","","","","","",Color,violet,"","","","",practical-steel-bag-violet,561,"",deny,22,manual,42.43,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
heavy-duty-aluminum-shoes,Heavy Duty Aluminum Shoes,Decadent cyclopean blasphemous antediluvian nameless daemoniac. Not Invented Here. Of Course I Still Love You. Jean shorts paleo microdosing lo-fi typewriter semiotics.,"Steuber, King and Considine",Movies,"Kids,Tools,Outdoors",TRUE,Color,violet,"","","","","",342,"",deny,23,manual,93.1,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,Just Another Victim Of The Ambient Morality,FALSE,09-5580580,Baby,Men,Automotive & Books,Laboriosam quisquam consequatur qui.,Inventore minima explicabo qui.,Movies,Vel arcus in.,used,FALSE,"","","","","","",""
heavy-duty-aluminum-shoes,"","","","","","",Color,erin,"","","","",heavy-duty-aluminum-shoes-erin,37,"",deny,5,manual,93.1,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
heavy-duty-aluminum-shoes,"","","","","","",Color,bronze,"","","","",heavy-duty-aluminum-shoes-bronze,906,"",deny,23,manual,93.1,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
intelligent-marble-bottle,Intelligent Marble Bottle,Comprehension noisome ululate immemorial indescribable squamous unnamable. A Fine Disregard For Awkward Facts. No Fixed Abode. Meggings skateboard meditation trust fund.,Schuster-Rice,Books,"Sports,Clothing,Beauty",TRUE,Color,ochre,"","","","","",490,"",deny,44,manual,86.22,"",TRUE,TRUE,"",https://source.unsplash.com/random/?houseplant ,Of Course I Still Love You,FALSE,48-7487175,Baby,Men,"Electronics, Clothing & Tools",Fuga temporibus omnis ut.,Enim ut repellendus iure.,Books,Tenax audentia valde.,used,FALSE,"","","","","","",""
intelligent-marble-bottle,"","","","","","",Color,copper,"","","","",intelligent-marble-bottle-copper,414,"",deny,38,manual,86.22,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
intelligent-marble-bottle,"","","","","","",Color,tan,"","","","",intelligent-marble-bottle-tan,832,"",deny,36,manual,86.22,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
lightweight-wool-car,Lightweight Wool Car,Empiricist. Flannel bespoke narwhal vegan. Ravished By The Sheer Implausibility Of That Last Statement. Tenebrous nameless gibbous fungus daemoniac foetid singular dank.,"MacGyver, Mertz and Volkman",Sports,"Beauty,Health,Books",TRUE,Color,sky,"","","","","",376,"",deny,28,manual,52.99,"",TRUE,TRUE,"",https://source.unsplash.com/random/?cutlery ,Transient Atmospheric Phenomenon,FALSE,34-4276303,Adult,Women,Home,Tenetur nisi omnis sed.,Ipsam natus modi sed.,Sports,Id defendo capitulus.,used,FALSE,"","","","","","",""
lightweight-wool-car,"","","","","","",Color,emerald,"","","","",lightweight-wool-car-emerald,972,"",deny,35,manual,52.99,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
lightweight-wool-car,"","","","","","",Color,raspberry,"","","","",lightweight-wool-car-raspberry,391,"",deny,41,manual,52.99,"",TRUE,TRUE,"","","","","","","","","","","","","","","","","","","","",""
sleek-paper-knife,Sleek Paper Knife,Health loko flexitarian wes anderson skateboard. Trade Surplus. Abnormal noisome spectral stench ululate. Honest Mistake.,Bahringer-Fisher,Computers,"Music,Books,Games",TRUE,Color,brown,"","","","","",710,"",deny,24,manual,5.28,"",TRUE,TRUE,"",https://source.unsplash.com/random/?product ,Conventional Wisdom,FALSE,36-5406378,Baby,Women,Industrial & Health,Aut sit soluta dolor.,Fugit corporis voluptatem debitis.,Computers,Curatio blandior causa.,new,FALSE,"","","","","","",""
